X	Y	dx	dy
700697.0	4006223.0	13.2615141304886	-2.06613781441
700697.0	4006248.0	12.7522850699976	4.4347748516353
700697.0	4006273.0	11.4256156762834	4.40317489272774
700697.0	4006298.0	9.55818434644609	-0.136614624427475
700697.0	4006323.0	9.72466505825346	-2.29473174850166
700697.0	4006348.0	11.1693907800728	-3.06771385628994
700697.0	4006373.0	11.6016994530732	2.15334148226792
700697.0	4006398.0	10.8418599155727	4.33050872724922
700697.0	4006423.0	10.3527457682622	3.63972422416134
700697.0	4006448.0	9.65194744800236	3.54981578751309
700697.0	4006473.0	8.34757374907471	1.58387652129506
700697.0	4006498.0	7.93246017669848	-1.36076417543699
700697.0	4006523.0	8.60804003373781	-2.94276735841012
700697.0	4006548.0	7.67800692244774	1.96014538415014
700697.0	4006573.0	6.27516295854839	3.07035509295969
700697.0	4006598.0	4.15265844039731	0.783001025940154
700697.0	4006623.0	3.23095286178524	-0.167894493398328
700697.0	4006648.0	4.83772631961748	-0.999059157258797
700697.0	4006673.0	5.0801213682121	-2.67855420860591
700697.0	4006698.0	4.01479567446965	0.457741037360501
700697.0	4006723.0	3.33511128939429	0.332436522796558
700697.0	4006748.0	2.75588319458143	-2.67667594718641
700697.0	4006773.0	2.57842462545926	-3.52283862472952
700697.0	4006798.0	1.82276941559265	-0.991876100576833
700697.0	4006823.0	1.43123521694659	0.888166615884071
700697.0	4006848.0	1.09064014431757	0.475310656965887
700697.0	4006873.0	1.44983210017786	0.598246193413142
700697.0	4006898.0	2.33015270601712	-0.386362899265613
700697.0	4006923.0	0.719518963491708	0.299098755946491
700697.0	4006948.0	-0.503852579985348	-5.62837488117563
700697.0	4006973.0	-0.795476737531121	-1.755919028931
700697.0	4006998.0	0.293444755142177	0.0475085410333341
700697.0	4007023.0	1.05041741183241	-0.0189889165216904
700697.0	4007048.0	1.23630342735405	0.107878246022066
700697.0	4007073.0	1.00878751496529	-0.141651551941168
700697.0	4007098.0	0.795475442349785	-2.87884005928396
700697.0	4007123.0	0.68074799320131	-1.54009765586889
700697.0	4007148.0	-0.851212149896038	-2.86070184581923
700697.0	4007173.0	-0.335244515483322	-4.47750074964729
700697.0	4007198.0	-0.0766575695774988	-5.51477820540622
700697.0	4007223.0	0.15762744685143	-4.53239498684287
700697.0	4007248.0	-1.52526784260303	0.712054176206062
700697.0	4007273.0	-2.57779245106907	2.03515099547601
700697.0	4007298.0	-2.9207869865474	0.5420128785482
700697.0	4007323.0	-2.21041404476534	0.0806766391168749
700697.0	4007348.0	-3.21878334374518	0.238659777058738
700697.0	4007373.0	0.0311229408811541	0.0680589554026408
700697.0	4007398.0	1.10819323927095	-0.00726072910883847
700697.0	4007423.0	1.28870912774546	-0.048842115308247
700697.0	4007448.0	1.9771695943796	-1.6919295520102
700697.0	4007473.0	2.69356402611573	-0.64344508264939
700697.0	4007498.0	2.83280598084332	-0.138890172616302
700697.0	4007523.0	3.05024851568916	-1.47252022035434
700697.0	4007548.0	-0.565688630888192	-3.14652564636752
700697.0	4007573.0	-2.74283260325701	-4.16182703703205
700697.0	4007598.0	-3.06268002929893	-5.9983046977017
